Chapter,Clause,Content,Length
最有利標評選辦法,第二十二條 ,機關採最有利標決標，以不訂底價為原則；其訂有底價，而廠商報價逾底價須減價者，於採行協商措施時洽減之，並適用本法第五十三條第二項之規定。,67
最有利標評選辦法,第二十三條 ,機關評選最有利標之過程中，各次會議均應作成紀錄，載明下列事項：一、評選委員會之組成、協助評選之人員及其工作事項。二、評選方式。三、投標廠商名稱。四、評選過程紀要。五、各投標廠商評選結果。六、有評定最有利標者，其理由。七、個別委員要求納入紀錄之意見。有協商紀錄者，應附於評選紀錄中。,140
最有利標評選辦法,第二十四條 ,本辦法自發布日施行。,10
機關優先採購環境保護產品辦法,第一條 ,本辦法依政府採購法(以下簡稱本法)第九十六條第三項規定訂定之。,31
機關優先採購環境保護產品辦法,第二條 ,本法第九十六條之用詞定義如下：一、效能相同或相似之產品，指環境保護產品之效能經招標機關認定與招標文件之規定相同或相似者。二、再生材質，指回收材質經由再製過程，製成最終產品或產品之組件。三、可回收，指產品或其組件於廢棄後可經由收集、處理而轉變為原物料或產品。四、低污染，指產品或其材料之設計、製造或使用，具有減少產生有害或有毒物質之功能者。五、省能源，指產品或其材料之使用，具有減少能源消耗之功能者。六、增加社會利益或減少社會成本，指產品或其材料之設計、製造或使用，具有降低對有限資源之依賴、減少資源之消耗、開發新種資源之使用或其他類似情形者。,271
機關優先採購環境保護產品辦法,第三條 ,本法第九十六條第一項所稱政府認可之環境保護標章(以下簡稱環保標章)使用許可之產品，指該產品屬環保署公告之環保標章產品項目，且符合下列情形之一者(以下簡稱第一類產品)：一、取得行政院環境保護署(以下簡稱環保署)認可之環保標章使用許可。二、取得與我國達成相互承認協議之外國環保標章使用許可。,143
機關優先採購環境保護產品辦法,第四條 ,本法第九十六條第一項所稱產品或其原料之製造、使用過程及廢棄物處理，符合再生材質、可回收、低污染或省能源者，指非屬環保署公告之環保標章產品項目之產品，經環保署認定符合此等條件，並發給證明文件者(以下簡稱第二類產品)。,107
機關優先採購環境保護產品辦法,第五條 ,已取得外國環保標章使用許可，而不及於投標前取得前二條環保標章使用許可或證明文件者，得於投標文件內先行提出經公證或認證之外國環保標章使用許可證明影本，並於招標文件規定之期限內取得前二條環保標章使用許可或證明文件。,105
機關優先採購環境保護產品辦法,第六條 ,本法第九十六條第二項所稱增加社會利益或減少社會成本之產品，指該產品經相關目的事業主管機關認定符合此等條件，並發給證明文件者(以下簡稱第三類產品)。,73
機關優先採購環境保護產品辦法,第七條 ,第二類及第三類產品之認定，由申請廠商向環保署或相關目的事業主管機關提出符合各該類產品之說明及下列證明文件供審查：一、申請日前一年內，未曾受到各級環境保護機關按日連續處罰、停工、停業、勒令歇業、撤銷、廢止許可證或移送刑罰處分。二、產品已訂有國家標準者，符合國家標準。三、品質及安全性符合相關法規規定。前項申請案之受理及審查，得委託民間機構辦理。,171
機關優先採購環境保護產品辦法,第八條 ,本辦法所稱環境保護產品(以下簡稱環保產品)，指第一類至第三類產品。,33
機關優先採購環境保護產品辦法,第九條 ,本辦法不適用下列採購：一、依我國締結之條約或協定所辦理之採購。二、招標標的僅部分屬環保產品者。,47
機關優先採購環境保護產品辦法,第十條 ,機關依本辦法之規定辦理採購，應於招標文件中規定欲適用優惠措施之廠商須於投標文件內檢附下列資料供審查：一、產品係屬第一類、第二類或第三類產品及其證明文件影本。二、產品效能與招標文件之規定相同或相似之比較及其說明或證明資料。三、允許價差優惠之採購，廠商之產品屬省能源、增加社會利益或減少社會成本者，其省能源、增加社會利益或減少社會成本之總金額及計算方式。四、其他必要資料。,184
機關優先採購環境保護產品辦法,第十一條 ,機關依本辦法之規定優先採購環保產品，並允許價差優惠者，其優惠比率由機關視個別採購之特性及預算金額訂定之，並載明於招標文件。但不得逾百分之十。前項優惠比率，於可量化之情形下，得以投標廠商之環保產品於招標文件所定使用期間內，就預估較非環保產品省能源、增加社會利益或減少社會成本之總金額，除以非環保產品中合於招標文件規定之最低標價，並以其商數之百分數為實際優惠比率。前項實際優惠比率逾招標文件所定優惠比率者，以招標文件所定優惠比率計；未逾者，以實際優惠比率計。第二項可量化之情形，欲適用價差優惠之廠商應於投標文件內敘明其產品預估省能源、增加社會利益或減少社會成本之總金額及其計算方式。,289
機關優先採購環境保護產品辦法,第十二條 ,機關依本法第九十六條第一項優先採購環保產品者，得擇下列方式之一辦理，並載明於招標文件：一、非環保產品廠商為最低標，且其標價符合本法第五十二條第一項最低標之決標原則者，得以該標價優先決標予環保產品廠商。二、非環保產品廠商為最低標，其標價符合本法第五十二條第一項最低標之決標原則，而環保產品廠商之最低標價逾該非環保產品廠商標價之金額，在招標文件所定價差優惠比率以內者，決標予環保產品廠商；逾價差優惠比率者，不予洽減，決標予該非環保產品廠商。依前項規定計算得優先決標予環保產品廠商之標價，其超底價決標或廢標，適用本法第五十三條第二項及第五十四條之規定。,273
機關優先採購環境保護產品辦法,第十三條 ,前條第一項第一款環保產品廠商僅一家者，機關得洽該廠商減價至最低標之標價決標；在二家以上者，機關得自標價低者起，依序洽各該環保產品廠商減價一次，由最先減至最低標之標價者得標。機關依前項規定依序洽各環保產品廠商減價時，應優先洽第一類及第二類產品廠商減價，無法決標時再洽第三類產品廠商減價。前條第一項第二款，招標文件所定價差優惠比率以內之環保產品廠商家數在二家以上者，機關應優先決標予第一類及第二類產品廠商，且不以第三類產品之標價是否低於第一類及第二類產品之標價為條件。,232
機關優先採購環境保護產品辦法,第十四條 ,決標依本法第五十二條第一項第三款規定辦理者，得將廠商供應環保產品之情形，納入評定最有利標之評選項目。,50
機關優先採購環境保護產品辦法,第十五條 ,機關依本辦法規定優先採購環保產品，應於招標文件規定以環保產品得標之廠商，應於履約期間向機關提出與該產品有關之證明文件，以供查核。前項招標文件並應規定以環保產品得標之廠商，其於履約期間未依契約規定提供該產品時，機關得採行下列措施：一、終止契約。二、解除契約。三、追償價差優惠損失。四、不發還履約保證金。五、依本法第七十二條第一項規定通知廠商限期改善、拆除、重作、退貨或換貨。六、依本法第一百零一條規定辦理。七、契約規定之其他措施。,214
機關優先採購環境保護產品辦法,第十六條 ,主管機關對於採購環保產品績效卓著或有創新措施之機關或個人，得會同環保署及相關目的事業主管機關予以獎勵。,51
機關優先採購環境保護產品辦法,第十七條 ,本辦法自中華民國八十八年五月二十七日施行。本辦法修正條文自發布日施行。,35
機關堪用財物無償讓與辦法,第一條 ,為建立政府採購法第一百條第二項機關堪用財物無償讓與制度，促進堪用財物流通，減少政府支出，特訂定本辦法。機關堪用財物之無償讓與，除法令另有規定外，依本辦法之規定辦理。,82
機關堪用財物無償讓與辦法,第二條 ,機關多餘不用之堪用財物，應隨時檢討處理，以期物盡其用。,27
機關堪用財物無償讓與辦法,第三條 ,本辦法所稱財物，包括機械及設備、交通及運輸設備、什項設備、材料、文具、書籍文物或消耗品等。,45
機關堪用財物無償讓與辦法,第四條 ,機關得依下列方式之一，將多餘不用之堪用財物無償讓與其他政府機關或公立學校（以下簡稱受讓機關）：一、將堪用財物之資訊傳輸至主管機關指定之電腦資料庫，公開於資訊網路，並得刊登於政府採購公報。二、自行覓妥受讓機關。,104
機關堪用財物無償讓與辦法,第五條 ,前條第一款堪用財物之資訊，包括名稱、數量、主要規格、尺寸、重量、瑕疵情形、廠牌、製造或購置年份、原價、估計現值、所在地、申請受讓期限、聯絡人(或單位)及聯絡電話等。,82
機關堪用財物無償讓與辦法,第六條 ,申請受讓機關為瞭解堪用財物之現況，得向讓與機關申請現場查看。受讓後應自行辦理領取及運輸等事宜。,47
機關堪用財物無償讓與辦法,第七條 ,無償讓與之堪用財物尚未達使用年限者，其賸餘期間由受讓機關承受。有未完成之折舊率及殘餘價值者，亦同。,49
機關堪用財物無償讓與辦法,第八條 ,機關受讓之財物依規定必須辦理過戶登記或財產登記及管理者，出讓機關應將有關憑證及文件交付受讓機關，受讓機關並應依規定辦理過戶登記或財產登記及管理。,72
機關堪用財物無償讓與辦法,第九條 ,機關讓與或受讓財物，依法令規定應報上級機關核准或有其他報核程序者，依其規定。,38
機關堪用財物無償讓與辦法,第十條 ,本辦法自中華民國八十八年五月二十七日施行。,21
機關辦理設計競賽廠商評選及計費辦法,第一條 ,本辦法依政府採購法(以下簡稱本法)第二十二條第二項規定訂定之。,31
機關辦理設計競賽廠商評選及計費辦法,第二條 ,機關以公告程序辦理設計競賽在公告金額以上者，其廠商評選與服務費用之計算方式依本辦法之規定。,45
機關辦理設計競賽廠商評選及計費辦法,第三條 ,本法第二十二條第一項第十款所稱設計競賽，指機關為採購之目的，徵求廠商發揮創意，為聲音、影像、文字、圖畫或實物等之設計，並依其完整性、可行性、理念性、藝術性或實用性等特性，擇定優勝作品及廠商之程序。前項設計競賽之標的，包括藝術品、圖形、標誌、徽章、標章、資訊網頁、名稱、標語、廣告、海報、文宣、推廣活動、服裝、字幕、音樂、影像、牌樓、空間或場所布置、造形、造景、裝修、裝潢及其他與發揮創意有關者。,197
機關辦理設計競賽廠商評選及計費辦法,第四條 ,機關以公告程序辦理設計競賽，得依下列方式之一辦理：一、公開徵求廠商提出設計作品供評選。二、公開徵求廠商提出設計作品及設計說明書供評選。三、公開徵求廠商提出設計建議書，經評選入選者再邀其提出設計作品供評選。,102
機關辦理設計競賽廠商評選及計費辦法,第五條 1,機關以公告程序辦理設計競賽，除法令另有規定外，其招標文件得視個案特性及實際需要載明下列事項：一、設計作品之用途及應表現之理念。二、設計準則。三、設計之表現方式。如樣品、模型、透視圖或顏色等。四、設計之比例尺、大小尺寸、圖說張數及裱裝方式等。五、設計涉及材料、設備、場所或成品之供應者，其規格。六、廠商應提出之設計說明書或建議書及其設計作品、設計理念、圖說、製作方法、工作時程、數量、價格、說明或計畫內容、章節次序或頁數限制等。,213
機關辦理設計競賽廠商評選及計費辦法,第五條 2,機關以公告程序辦理設計競賽，除法令另有規定外，其招標文件得視個案特性及實際需要載明下列事項：七、每一廠商提出設計說明書或建議書及設計作品之件數限制。八、收受設計說明書或建議書及設計作品之地點及截止期限。九、評審項目、評審標準及評選方式。十、與評選優勝廠商議價及決標原則。十一、給予設計競賽之優勝者獎勵者，其方式。十二、給予設計競賽未獲選者獎勵者，其名額及方式。,180
機關辦理設計競賽廠商評選及計費辦法,第五條 3,機關以公告程序辦理設計競賽，除法令另有規定外，其招標文件得視個案特性及實際需要載明下列事項：十三、對於優勝者之設計之智慧財產權歸屬約定、使用條件、範圍或修改等權利。對於其他獲得獎勵之設計有必要併予規定者，亦同。十四、對於未獲選者之設計作品之處理。十五、有舉辦公開說明會者，其時間及地點。十六、廠商於評選時須提出簡報者，其進行方式。十七、其他必要事項。,175
機關辦理設計競賽廠商評選及計費辦法,第六條 ,設計競賽優勝者須於獲選後製作成品者，其招標文件得視個案特性及實際需要載明下列事項：一、有製作或裝置地點者，其現況說明及完成狀態。二、完成製作期限。三、預算金額或製作費用上限。四、其他必要事項。,96
機關辦理設計競賽廠商評選及計費辦法,第七條 ,第五條第九款評審項目，除法令另有規定者外，得視個案特性及實際需要載明下列事項：一、設計說明書或建議書之完整性及可行性。二、對設計作品之用途及所須達成之目標或成果之瞭解程度。三、設計作品符合機關理念之程度。四、設計作品之藝術性。五、工作計畫及預定進度。六、計畫主持人及主要工作人員之經驗及能力。七、如期履約能力。八、完成作品另需製作費用者，其製作費用。九、其他必要事項。,184
機關辦理設計競賽廠商評選及計費辦法,第八條 ,機關辦理設計競賽之評選，其招標文件訂有廠商資格者，應先審查資格文件。資格不合於招標文件之規定者，其他部分不予審查。機關評選結果應通知廠商，對未獲選者並應敘明其原因。,82
機關辦理設計競賽廠商評選及計費辦法,第九條 ,採購評選委員會評選優勝廠商，得不以一家為限。前項評選作業，準用本法有關最有利標之評選規定。,45
機關辦理設計競賽廠商評選及計費辦法,第十條 ,機關與評選優勝廠商之議價及決標，應依下列方式之一辦理，並載明於招標文件：一、優勝廠商為一家者，以議價方式辦理。二、優勝廠商在二家以上者，依優勝序位，自最優勝者起，依序以議價方式辦理。但有二家以上廠商為同一優勝序位者，以標價低者優先議價。,118
機關辦理設計競賽廠商評選及計費辦法,第十一條 ,前條決標，應依下列規定之一辦理：一、招標文件已訂明固定服務費用或費率者，依該服務費用或費率決標。二、招標文件未訂明固定服務費用或費率者，其決標適用本法第五十三條第二項及第五十四條之規定。,93
機關辦理設計競賽廠商評選及計費辦法,第十二條 ,設計成果之製作費用，以採總包價法為原則。但屬得標廠商代收及代付之費用，得核實給付。,41
機關辦理設計競賽廠商評選及計費辦法,第十三條 ,設計競賽優勝者須於獲選後提供製作成品服務者，機關得於招標文件規定得標廠商服務費用降低或實際績效提高時，得依其情形給付廠商獎勵性報酬。前項獎勵性報酬之給付方式如下，由機關於招標文件中訂明：一、屬服務費用降低者，為所減省之契約價金之一定比率。二、屬實際績效提高者，依契約所載計算方式給付。前項第一款一定比率，以不逾百分之五十為原則；第二款給付金額，以不逾契約價金總額或契約價金上限之百分之十為原則。。,198
機關辦理設計競賽廠商評選及計費辦法,第十四條 ,廠商之服務費用，得於契約規定於訂約後預付一部分，其餘按月或分期支付。但各次付款金額及條件應予訂明。前項預付一部分者，以不逾契約價金總額或契約價金上限之百分之三十為原則。,84
機關辦理設計競賽廠商評選及計費辦法,第十五條 ,廠商之設計，依規定應由建築師、專業技師或消防設備師等專業人員簽證者，該項工作應由該等專業人員負責執行，並應依相關規定辦理簽證。,63
機關辦理設計競賽廠商評選及計費辦法,第十六條 ,機關辦理設計競賽，應於招標文件規定廠商之設計，其智慧財產權歸屬及侵害第三人合法權益時由廠商負責處理並承擔一切法律責任。前項權利，機關得視需要取得部分或全部權利或取得授權。,85
機關辦理設計競賽廠商評選及計費辦法,第十七條 ,機關辦理設計競賽，非依本法第二十二條第一項第十款辦理者，得準用本辦法之規定。,38
機關辦理設計競賽廠商評選及計費辦法,第十八條 ,本辦法自中華民國八十八年五月二十七日施行。,21
特殊軍事採購適用範圍及處理辦法,第一條 ,本辦法依政府採購法（以下簡稱本法）第一百零四條第二項規定訂定之。,32
特殊軍事採購適用範圍及處理辦法,第二條 1,本法第一百零四條第一項但書所稱武器，指機關槍、衝鋒槍、卡柄槍、步槍、自動步槍、手槍、光學與化學武器、飛彈系統、戰車、砲車、裝甲車系統、步兵多人操作武器系統、電子作戰系統、艦艇、水下武器系統、潛艦、航空或相關武器系統、高性能偵照系統、衛星系統、自動化武器系統及其他可發射金屬、子彈或火焰且具有殺傷力之各式槍砲。本法第一百零四條第一項但書所稱彈藥，指前項武器所使用之各類型彈藥及其他具有殺傷力或破壞性之各類炸彈或爆裂物。,208
特殊軍事採購適用範圍及處理辦法,第二條 2,本法第一百零四條第一項但書所稱彈藥，指前項武器所使用之各類型彈藥及其他具有殺傷力或破壞性之各類炸彈或爆裂物。本法第一百零四條第一項但書所稱作戰物資，指雷達、通訊器材、資訊設備及相關軟體、化學品、陸上、海上或空中之運輸及輸送工具、燃料及潤滑劑、糧秣、被服、裝載夾具、陣營具、醫療器材及藥品、淨水設備、地圖影像、照片、模型儀器及文書圖表、建築工程與材料、製造或使用武器、彈藥或作戰物資所需之材料或設備及其他足以影響戰備之物資。本法第一百零四條第一項但書所稱與國家安全或國防目的有關之採購，指為抵禦或防範外來之侵略、情報活動、顛覆或破壞等行為，必須辦理之採購。,277
特殊軍事採購適用範圍及處理辦法,第三條 ,本法第一百零四條第一項第一款所稱國家面臨戰爭、戰備動員或發生戰爭，指國家遭遇明顯武力威脅、封鎖或敵國已有具體攻擊行動，國防部依戰備規定發布應急戰備或依實際需要動員後備部隊者。本法第一百零四條第一項第二款所稱機密或極機密，指依國家機密保護法或軍事機密與國防秘密種類範圍等級劃分準則列為機密、極機密或絕對機密等級者。本法第一百零四條第一項第三款所稱時效緊急，有危及重大戰備任務之虞者，指在經常戰備期間，因武器、彈藥或作戰物資臨時偶發事件，致經常戰備有所缺失，不立即採購有影響應急戰備任務之虞者。,245
特殊軍事採購適用範圍及處理辦法,第四條 ,軍事機關辦理本法第一百零四條第一項第一款之採購，而不適用本法規定時，由國防部發布命令，並副知主管機關；其命令應記載不適用之條文，未記載者，仍應適用本法之規定。,79
特殊軍事採購適用範圍及處理辦法,第五條 ,軍事機關辦理前條採購，應符合下列規定：一、辦理採購前，應經機關首長或其授權人員核准確有依前條命令辦理採購之必要。二、以限制性招標方式辦理者，除獨家製造、供應或承做者外，以邀請二家以上廠商比價為原則。三、不及與廠商簽訂契約者，應先有書面、電報或傳真協議。四、不及與廠商確定契約總價者，應先確定單價及契約總價上限。五、付款條件應能維護公款支用之安全性。六、作業文件應加註「政府採購法第一百零四條第一項第一款戰爭採購」字樣。七、依本法第六十二條彙送之決標資料，應敘明係屬本法第一百零四條第一項第一款辦理之採購。,252
特殊軍事採購適用範圍及處理辦法,第六條 ,軍事機關辦理本法第一百零四條第一項第二款之採購，應符合下列規定：一、查核金額以上之採購，應報經國防部核准。二、應邀請所有經資格審查合格之廠商投標。三、參與投標廠商均須簽具保密切結書，得標商須簽具保密合約。四、秘密開標。五、作業文件應加註「政府採購法第一百零四條第一項第二款秘密採購」字樣，各級作業單位應實施全程保密，並訂定解密條件或日期。六、依本法第六十二條彙送之決標資料，應敘明係屬本法第一百零四條第一項第二款辦理之採購。,212
特殊軍事採購適用範圍及處理辦法,第七條 ,軍事機關辦理本法第一百零四條第一項第三款之採購，應符合下列規定：一、查核金額以上之採購，應報經國防部或其授權機關核准。二、招標規格、廠商資格、等標期或辦理資格審查之期限，得依採購案件之特性及實際需要訂定之。三、作業文件應加註「政府採購法第一百零四條第一項第三款緊急採購」字樣。,138
特殊軍事採購適用範圍及處理辦法,第八條 ,軍事機關之採購兼有本法第一百零四條第一項二款以上情形者，應一併適用本辦法相關之規定。,42
特殊軍事採購適用範圍及處理辦法,第九條 ,本辦法自中華民國八十八年五月二十七日施行。本辦法修正條文自發布日施行。,35
統包實施辦法,第一條 ,本辦法依政府採購法（以下簡稱本法）第二十四條第三項規定訂定之。,31
統包實施辦法,第二條 ,（删除）,4
統包實施辦法,第三條 ,機關以統包理招標，其併於同一採購契約理招標之範圍如下：一、工程採購，含細部設計及施工，並得包含基本設計、測試、訓練、一定期間之維修或營運等事項。二、財物採購，含細部設計、供應及安裝，並得包含基本設計、測試、訓練、一定期間之維修或營運等事項。,120
統包實施辦法,第四條 ,機關以統包辦理招標，應依其屬工程或財物之採購，於招標文件規定投標廠商應符合下列情形之一：一、屬負責細部設計及施工之廠商。二、屬負責細部設計或施工之廠商。三、屬負責細部設計、供應及安裝之廠商。四、屬負責細部設計或供應及安裝之廠商。前項招標，機關得於招標文件中規定允許一定家數内之廠商共同投標。,145
統包實施辦法,第五條 ,機關以統包辦理招標，得依實際需要，於招標文件中規定投標廠商或其分包廠商關於設計之履約能力資格。,47
統包實施辦法,第六條 ,機關以統包理招標，除法令另有規定者外，應於招標文件載明下列事項一、統包工作之範圍二、統包工作完成後所應達到之功能、效益、標準、品質或特性。三、設計、施工、安裝、供應、測試、訓練、維修或營運等所應遵循或符合之規定、設計準則及時程。四、主要材料或設備之特殊規範。五、甄選廠商之評審標準。六、投標廠商於投標文件須提出之設計、圖説、主要工作項目之時程、數量、價格或計畫内容等。,184
統包實施辦法,第七條 ,機關以統包理招標，招標文件所規定之評審標準，應包括廠商之技術能力、設計與計畫之完整性及可行性。,47
統包實施辦法,第八條 ,機關以統包辦理招標，應於招標文件規定下列事項：一、得標廠商之設計應送機關或其指定機構審查後，始得據以施工或供應、安裝。二、設計有變更之必要者，應經機關同意或依機關之通知辦理。其變更係不可歸責於廠商者，廠商得向機關請求償付履約所增加之必要費用。三、設計結果不符合契約規定或無法依機關之通知變更者，機關得終止或解除契約。,158
統包實施辦法,第九條 ,機關以統包辦理招標，應於招標文件規定得標廠商設計成果之智慧財産權歸屬及侵害第三人合法權益時由廠商負責處理並承擔一切法律責任。前項權利，機關得視需要取得部分或全部權利或取得授權。,88
統包實施辦法,第十條 ,機關以統包辦理招標並規定廠商於投標時提出設計圖者，得就審查達一定分數或名次之未得標廠商，依招標文件之規定，發給奬勵金。,59
統包實施辦法,第十一條 ,本辦法自中華民國八十八年五月二十七日施行。本辦法修正條文自發布日施行。,35
採購契約要項,一、,本要項依政府採購法(以下簡稱本法)第六十三條第一項規定訂定之。本要項內容，由機關依採購之特性及實際需要擇訂於契約。,57
採購契約要項,二、1,機關得視採購之特性及實際需要，就下列事項擇定後載明於契約：(一)機關及廠商之名稱、地址及電話。(二)機關及廠商聯絡人之姓名及職稱。(三)契約所用名詞定義。(四)契約所含文件。(五)廠商工作事項或應給付標的。(六)機關辦理事項。(七)契約所用文字。(八)度量衡制。(九)簽約日期。(十)得標廠商應自行履行之主要部分及分包事項。(十一)履約標的之產地。(十二)證照之取得。(十三)履約場所管理、進度管理、環境保護、工作安全與衛生、工地環境清潔與維護、交通維持或工作界面配合等事項。,238
採購契約要項,二、2,機關得視採購之特性及實際需要，就下列事項擇定後載明於契約：(十四)品質管理。(十五)履約監督。(十六)災害處理。(十七)履約標的須標示之文字或符號。(十八)履約處所或財物之收受地點及時間。(十九)運輸方式。(二十)包裝方式。(二十一)當事人雙方通知方式。(二十二)契約變更。(二十三)契約之轉讓。(二十四)查驗、測試或驗收之程序及期限。(二十五)履約標的之項目、數量、單價、分項金額及總價。,195
採購契約要項,二、3,機關得視採購之特性及實際需要，就下列事項擇定後載明於契約：(二十六)付款條件。(二十七)廠商應提出之文件。(二十八)保證金及其他擔保之種類、額度、繳納、不發還、退還及終止等事項。(二十九)契約價金依物價指數調整。(三十)稅捐、規費及關稅之負擔。(三十一)履約期限。(三十二)逾期違約金。(三十三)保固或維修之期限及責任。(三十四)零配件供應。(三十五)權利及責任。(三十六)保險之種類、額度、投保及理賠。(三十七)契約之終止、解除或暫停執行。(三十八)履約爭議之處理。(三十九)準據法。(四十)其他與履約有關之事項。,258
採購契約要項,三、,契約文件包括下列內容：(一)契約本文及其變更或補充。(二)招標文件及其變更或補充。(三)投標文件及其變更或補充。(四)契約附件及其變更或補充。(五)依契約所提出之履約文件或資料。前項文件，包括以書面、錄音、錄影、照相、微縮、電子數位資料或樣品等方式呈現之原件或複製品。,134
採購契約要項,四、,契約所包括之各種文件，應明定其效力及優先順序。,23
採購契約要項,五、,契約文字應以中文書寫，其與外文文意不符者，除契約另有規定者外，以中文為準。但下列情形得以招標文件或契約所允許之外文為準：(一)向國際組織、外國政府或其授權機構辦理之採購。(二)特殊技術或材料之圖文資料。(三)以限制性招標辦理之採購。(四)依本法第一百零六條規定辦理之採購。(五)國際組織、外國政府或其授權機構、公會或商會所出具之文件。(六)其他經機關認定確有必要者。,183
採購契約要項,六、,契約文件所使用之度量衡單位，除契約另有規定者外，以公制為原則。,31
採購契約要項,七、,簽約日期，除招標文件另有規定者外，指雙方共同完成簽約之日。契約應備正本由機關與廠商各執乙份，並各依規定貼用印花稅票；副本若干份。,64
採購契約要項,八、,廠商不得以不具備履行契約分包事項能力或未依法登記或設立之廠商為分包廠商。對於分包廠商履約之部分，得標廠商仍應負完全責任。分包契約報備於機關者，亦同。廠商擬分包之項目及分包廠商，機關得予審查。,95
採購契約要項,九、,採購標的之進出口、供應、興建或使用涉及政府規定之許可證、執照或其他許可文件者，依文件核發對象，由機關或廠商分別負責取得。但屬機關取得者，機關得於契約規定由廠商代為取得，並由機關負擔必要之費用。,96
採購契約要項,十、,二以上得標廠商同時為機關履約，其履約事項互有關連或須互相配合者，各得標廠商應本合作精神協調配合，避免因一方之作為而對他方或整體履約進度造成不利影響。機關提供之履約場所，各得標廠商有共同使用之需要者，廠商不得拒絕其他廠商共同使用。,114
採購契約要項,十一、,機關將其所有之財物運交廠商處所加工、改善或維修者，該財物之滅失、減損或遭侵占時，廠商應負賠償責任。,49
採購契約要項,十二、,廠商應對其工地作業及施工方法之適當性、可靠性及安全性負完全責任。廠商之工地作業有發生意外事件之虞時，廠商應立即採取防範措施。發生意外時，應立即採取搶救、復原、重建及對機關與第三人之賠償等措施。,96
採購契約要項,十三、,廠商於工程完成前應對進行中之該工程與其材料、施工機具及施工場所之設施負保管責任。工程進行中及竣工時，廠商應負責清理工地並清除施工所產生垃圾。,70
採購契約要項,十四、,廠商履約人員有不適任之情形者，機關得通知廠商撤換。廠商不得拒絕。,32
採購契約要項,十五、,廠商履約施工時，應避免妨礙鄰近交通、占用道路、損害公私財物、汙染環境或妨礙民眾生活安寧。其有違反致機關或其他第三人受有損害者，應由廠商負責賠償。,72
採購契約要項,十六、,採購標的之送達地點及履約處所，應於契約內訂明。機關於前項送達地點收受採購標的之時間，應於契約內訂明。其未訂明者，應於機關上班時間為之。,67
採購契約要項,十七、,機關得視採購之特性及實際需要，就下列事項擇定採購標的之包裝方式，於契約內訂明：(一)防潮、防水、防震、防破損、防變質、防鏽蝕、防曬、防鹽漬、防污或防碰撞等。(二)恆溫、冷藏、冷凍或密封。(三)每單位包裝之重量、體積或數量。(四)包裝材料。(五)包裝內外應標示之文字或標誌或應隨附之文件。(六)其他必要之方式。,154
採購契約要項,十八、,機關於廠商履約中，若可預見其履約瑕疵，或其有其他違反契約之情事者，得通知廠商限期改善。廠商不於前項期限內，依照改善或履行者，機關得採行下列措施：(一)使第三人改善或繼續其工作，其危險及費用，均由廠商負擔。(二)終止或解除契約，並得請求損害賠償。,122
採購契約要項,十九、,機關與廠商相互間之通知，除契約另有規定者外，得以書面文件、信函、傳真或電子郵件方式送達他方所指定之人員或處所為之。前項通知，於送達他方或通知所載生效日生效，並以二者中較後發生者為準。,91
採購契約要項,二十、,機關於必要時得於契約所約定之範圍內通知廠商變更契約。除契約另有規定外，廠商於接獲通知後應向機關提出契約標的、價金、履約期限、付款期程或其他契約內容須變更之相關文件。廠商於機關接受其所提出須變更之相關文件前，不得自行變更契約。除機關另有請求者外，廠商不得因第一項之通知而遲延其履約責任。機關於接受廠商所提出須變更之事項前即請求廠商先行施作或供應，其後未依原通知辦理契約變更或僅部分辦理者，應補償廠商所增加之必要費用。,207
採購契約要項,二十一、,契約約定之採購標的，其有下列情形之一者，廠商得敘明理由，檢附規格、功能、效益及價格比較表，徵得機關書面同意後，以其他規格、功能及效益相同或較優者代之。但不得據以增加契約價金。其因而減省廠商履約費用者，應自契約價金中扣除：(一)契約原標示之廠牌或型號不再製造或供應。(二)契約原標示之分包廠商不再營業或拒絕供應。(三)因不可抗力原因必須更換。(四)較契約原標示者更優或對機關更有利。(五)契約所定技術規格違反本法第二十六條規定。屬前項第四款情形，而有增加經費之必要，其經機關綜合評估其總體效益更有利於機關者，得不受前項但書限制。,263
採購契約要項,二十二、,契約所定事項如有違反法令或無法執行之部分，該部分無效。但除去該部分，契約亦可成立者，不影響其他部分之有效性。前項無效之部分，機關及廠商必要時得依契約原定目的更正之。,82
採購契約要項,二十三、,廠商不得將契約之部分或全部轉讓予他人。但因公司分割、銀行或保險公司履行連帶保證、銀行因權利質權而生之債權或其他類似情形致有轉讓必要，經機關書面同意者，不在此限。,80
採購契約要項,二十四、,契約變更，非經機關及廠商雙方之合意，作成書面紀錄，並簽名或蓋章者，無效。,36
採購契約要項,二十五、,工程及財物採購契約，應訂明採購標的之查驗或驗收程序及期限。前項規定，於勞務採購契約準用之。,45
採購契約要項,二十六、,工程採購契約應對重點項目訂定檢查程序及檢驗標準，廠商並應執行品質管理、環境保護、施工安全衛生之責任。財物或勞務採購需經一定履約過程，而非以現成財物或勞務供應者，準用前項之規定。,88
